"PVWatts Hourly PV Performance Data"
"Requested Location","symlar"
"Location","Lat, Lng: 34.33, -118.46"
"Latitude (DD)","34.33"
"Longitude (DD)","-118.46"
"Elevation (m)","655.79998779297"
"DC System Size (kW)","4000"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"8","12","17","571","58","23","2.8","0.12","157.915","26.119","426456.417","395491.12"
"8","12","18","125","14","21","2.3","0.12","13.318","21.279","29914.295","13000.063"
"8","12","19","0","0","19","2","0.12","0","19","0","0"
"8","12","20","0","0","18","1.6","0.12","0","18","0","0"
"8","12","21","0","0","17","1","0.12","0","17","0","0"
"8","12","22","0","0","16","0.5","0.12","0","16","0","0"
"8","12","23","0","0","16","0.3","0.12","0","16","0","0"
"8","13","0","0","0","16","0.3","0.12","0","16","0","0"
"8","13","1","0","0","16","0.4","0.12","0","16","0","0"
"8","13","2","0","0","15","0.5","0.12","0","15","0","0"
"8","13","3","0","0","15","0.6","0.12","0","15","0","0"
"8","13","4","0","0","15","0.6","0.12","0","15","0","0"
"8","13","5","82","17","16","0.8","0.12","13.09","16.384","30070.565","13150.796"
"8","13","6","482","75","18","1.1","0.12","163.195","22.647","468259.723","435813.169"
"8","13","7","678","104","21","1.3","0.12","394.994","32.184","1295534.141","1233773.965"
"8","13","8","782","122","23","1.5","0.12","627.491","40.017","2029869.761","1942089.154"
"8","13","9","843","133","26","1.8","0.12","825.967","46.932","2574655.248","2467570.725"
"8","13","10","886","133","28","2.2","0.12","964.784","50.516","2942898.941","2822766.081"
"8","13","11","898","138","29","2.8","0.12","1036.477","50.646","3147801.56","3020408.185"
"8","13","12","895","139","29","3.3","0.12","1033.125","48.847","3161532.756","3033652.83"
"8","13","13","905","119","29","3.5","0.12","964.564","46.97","2987612.295","2865895.062"
"8","13","14","871","113","28","3.5","0.12","818.709","43.276","2593558.888","2485804.535"
"8","13","15","813","103","27","3.2","0.12","620.587","39.176","2016989.115","1929664.921"
"8","13","16","710","88","26","2.8","0.12","384.929","34.044","1247959.618","1187885.197"
"8","13","17","514","63","23","2.4","0.12","151.464","26.229","413316.468","382816.772"
"8","13","18","78","13","21","2.2","0.12","12.367","21.264","27674.027","10839.176"
"8","13","19","0","0","19","2","0.12","0","19","0","0"
"8","13","20","0","0","18","1.6","0.12","0","18","0","0"
"8","13","21","0","0","17","1.4","0.12","0","17","0","0"
"8","13","22","0","0","16","1.1","0.12","0","16","0","0"
"8","13","23","0","0","16","0.8","0.12","0","16","0","0"
"8","14","0","0","0","15","0.8","0.12","0","15","0","0"
"8","14","1","0","0","15","0.7","0.12","0","15","0","0"
"8","14","2","0","0","15","0.6","0.12","0","15","0","0"
"8","14","3","0","0","14","0.5","0.12","0","14","0","0"
"8","14","4","0","0","14","0.5","0.12","0","14","0","0"
"8","14","5","60","16","15","0.6","0.12","15.221","15.472","35423.392","18313.951"
"8","14","6","459","77","17","0.6","0.12","159.357","22.185","459506.671","427370.272"
"8","14","7","0","123","20","0.4","0.12","114.359","24.114","373744.479","344646.976"
"8","14","8","182","289","23","0.8","0.12","396.651","35.724","1279559.606","1218365.471"
"8","14","9","837","133","26","2.1","0.12","821.454","45.579","2575182.113","2468078.922"
"8","14","10","876","136","27","3.3","0.12","958.746","45.431","2986912.951","2865220.499"
"8","14","11","883","143","28","4.1","0.12","1026.722","45.483","3185838.015","3057096.857"
"8","14","12","874","147","28","4.5","0.12","1020.188","44.437","3179339.594","3050828.701"
"8","14","13","895","118","27","4.7","0.12","954.051","41.983","3016481.69","2893741.501"
"8","14","14","860","114","26","4.7","0.12","810.327","38.746","2614584.616","2506085.237"
"8","14","15","802","103","25","4.5","0.12","612.87","34.924","2026111.144","1938463.72"
"8","14","16","705","87","23","3.9","0.12","380.897","29.679","1255886.168","1195530.877"
"8","14","17","515","61","21","2.9","0.12","148.845","23.897","407736.478","377434.503"
"8","14","18","79","12","19","2","0.12","11.416","19.254","25702.975","8937.967"
"8","14","19","0","0","17","1.2","0.12","0","17","0","0"
"8","14","20","0","0","16","0.8","0.12","0","16","0","0"
"8","14","21","0","0","16","0.8","0.12","0","16","0","0"
"8","14","22","0","0","16","0.9","0.12","0","16","0","0"
"8","14","23","0","0","16","0.8","0.12","0","16","0","0"
"8","15","0","0","0","16","0.6","0.12","0","16","0","0"
"8","15","1","0","0","15","0.6","0.12","0","15","0","0"
"8","15","2","0","0","15","0.6","0.12","0","15","0","0"
"8","15","3","0","0","15","0.6","0.12","0","15","0","0"
"8","15","4","0","0","15","0.7","0.12","0","15","0","0"
"8","15","5","67","15","16","1.3","0.12","14.269","16.369","32960.45","15938.28"
"8","15","6","474","71","18","1.8","0.12","157.836","21.827","452294.927","420414.069"
"8","15","7","92","187","21","2.1","0.12","215.199","26.13","713256.476","672128.713"
"8","15","8","50","262","23","2.4","0.12","282.135","29.331","921405.022","872901.728"
"8","15","9","397","324","25","2.8","0.12","647.3","38.515","2070609.094","1981384.931"
"8","15","10","874","133","27","3.2","0.12","954.236","45.644","2970941.224","2849814.714"
"8","15","11","890","136","28","3.6","0.12","1027.016","46.826","3170066.716","3041884.398"
"8","15","12","891","135","29","3.9","0.12","1025.296","46.971","3163308.555","3035365.706"
"8","15","13","878","131","28","4.1","0.12","950.963","44.206","2979240.378","2857819.796"
"8","15","14","847","123","27","4.1","0.12","811.909","40.858","2597006.403","2489129.89"
"8","15","15","793","110","26","3.7","0.12","613.398","37.129","2010020.602","1922943.33"
"8","15","16","696","91","25","3.1","0.12","380.098","32.547","1238634.796","1178890.79"
"8","15","17","74","86","23","1.9","0.12","92.066","25.264","286253.209","260255.87"
"8","15","18","0","7","21","1","0.12","6.659","21.185","14430.768","0"
"8","15","19","0","0","19","0.8","0.12","0","19","0","0"
"8","15","20","0","0","18","0.7","0.12","0","18","0","0"
"8","15","21","0","0","18","0.6","0.12","0","18","0","0"
"8","15","22","0","0","17","0.6","0.12","0","17","0","0"
"8","15","23","0","0","17","0.6","0.12","0","17","0","0"
"8","16","0","0","0","17","0.6","0.12","0","17","0","0"
"8","16","1","0","0","16","0.6","0.12","0","16","0","0"
"8","16","2","0","0","16","0.6","0.12","0","16","0","0"
"8","16","3","0","0","16","0.6","0.12","0","16","0","0"
"8","16","4","0","0","16","0.6","0.12","0","16","0","0"
"8","16","5","41","13","17","0.9","0.12","12.367","17.353","28226.578","11372.148"
"8","16","6","430","78","19","0.9","0.12","154.724","23.649","445305.01","413671.833"
"8","16","7","639","111","22","1.1","0.12","385.525","33.458","1258014.756","1197584.041"
"8","16","8","763","125","25","2.1","0.12","619.583","39.804","2006170.194","1919229.357"
"8","16","9","833","134","27","3","0.12","819.917","43.583","2591874.792","2484180.113"
"8","16","10","892","127","28","3.5","0.12","965.381","45.985","3001761.166","2879542.583"
"8","16","11","905","131","29","3.9","0.12","1037.182","47.18","3196909.523","3067776.058"
"8","16","12","904","132","29","4.1","0.12","1035.223","46.63","3198415.524","3069228.695"
"8","16","13","918","112","28","4.3","0.12","968.757","44.057","3038012.558","2914509.444"
"8","16","14","893","104","28","4.1","0.12","825.563","42.095","2629714.516","2520679.025"
"8","16","15","846","92","27","3.9","0.12","627.548","38.056","2051300.661","1962760.673"
"8","16","16","758","77","25","3.5","0.12","391.37","32.287","1276359.206","1215278.475"
"8","16","17","579","53","22","2.7","0.12","150.411","25.003","399358.176","369353.078"
"8","16","18","100","10","20","1.7","0.12","9.513","20.225","21113.596","4511.207"
"8","16","19","0","0","18","0.9","0.12","0","18","0","0"
"8","16","20","0","0","18","0.5","0.12","0","18","0","0"
"8","16","21","0","0","17","0.2","0.12","0","17","0","0"
"8","16","22","0","0","17","0.2","0.12","0","17","0","0"
"8","16","23","0","0","17","0.4","0.12","0","17","0","0"
"8","17","0","0","0","17","0.6","0.12","0","17","0","0"
"8","17","1","0","0","17","0.7","0.12","0","17","0","0"
"8","17","2","0","0","16","0.8","0.12","0","16","0","0"
"8","17","3","0","0","16","0.9","0.12","0","16","0","0"
"8","17","4","0","0","16","0.9","0.12","0","16","0","0"
"8","17","5","146","13","17","1.1","0.12","12.367","17.336","28229.046","11374.529"
"8","17","6","599","54","19","1","0.12","165.376","23.765","453823.192","421888.182"
"8","17","7","768","78","23","1.3","0.12","408.901","34.579","1329547.886","1266582.468"
"8","17","8","851","94","26","2.3","0.12","644.539","40.819","2082299.861","1992661.448"
"8","17","9","898","105","27","3","0.12","840.077","43.996","2653914.761","2544021.759"
"8","17","10","934","106","28","3.4","0.12","983.763","46.62","3052128.645","2928125.342"
"8","17","11","942","112","29","3.6","0.12","1055.121","48.346","3237337.974","3106771.968"
"8","17","12","939","114","29","3.7","0.12","1051.896","47.996","3232480.2","3102086.325"
"8","17","13","925","112","29","3.8","0.12","974.87","46.357","3028719.007","2905545.2"
"8","17","14","898","104","28","3.8","0.12","828.863","42.782","2633291.426","2524129.191"
"8","17","15","849","93","27","3.7","0.12","629.446","38.424","2054905.613","1966237.886"
"8","17","16","752","79","26","3.6","0.12","389.684","33.144","1265900.227","1205190.099"
"8","17","17","569","54","23","2.9","0.12","148.515","25.864","392618.32","362852.042"
"8","17","18","0","0","20","2","0.12","0","0","0","0"
"8","17","19","0","0","18","1.3","0.12","0","18","0","0"
"8","17","20","0","0","17","0.7","0.12","0","17","0","0"
"8","17","21","0","0","16","0.4","0.12","0","16","0","0"
"8","17","22","0","0","16","0.5","0.12","0","16","0","0"
"8","17","23","0","0","15","0.6","0.12","0","15","0","0"
"8","18","0","0","0","15","0.7","0.12","0","15","0","0"
"8","18","1","0","0","15","0.8","0.12","0","15","0","0"
"8","18","2","0","0","15","0.8","0.12","0","15","0","0"
"8","18","3","0","0","15","0.8","0.12","0","15","0","0"
"8","18","4","0","0","15","0.9","0.12","0","15","0","0"
"8","18","5","159","12","16","0.9","0.12","11.416","16.326","26085.479","9306.917"
"8","18","6","627","51","18","1.1","0.12","168.811","22.735","462861.272","430606.007"
"8","18","7","797","72","21","1.7","0.12","415.413","31.749","1366634.19","1302354.657"
"8","18","8","882","85","24","2.5","0.12","653.935","38.485","2134070.401","2042597.551"
"8","18","9","929","94","26","3.1","0.12","854.391","43.002","2711023.942","2599107.334"
"8","18","10","958","98","27","3.6","0.12","998.272","45.318","3113929.443","2987736.292"
"8","18","11","967","101","28","3.8","0.12","1068.944","47.02","3298045.539","3165328.423"
"8","18","12","964","102","28","3.9","0.12","1064.422","46.663","3289498.841","3157084.568"
"8","18","13","955","97","27","3.9","0.12","986.985","44.319","3093049.374","2967596.087"
"8","18","14","927","91","27","3.8","0.12","838.105","41.949","2673042.897","2562472.109"
"8","18","15","877","83","26","3.5","0.12","634.287","37.871","2076910.964","1987463.501"
"8","18","16","772","73","24","3.2","0.12","390.656","31.626","1275952.396","1214886.08"
"8","18","17","580","51","22","2.4","0.12","146.376","25.076","384215.81","354747.266"
"8","18","18","0","0","19","1.4","0.12","0","0","0","0"
"8","18","19","0","0","17","0.8","0.12","0","17","0","0"
"8","18","20","0","0","16","0.5","0.12","0","16","0","0"
"8","18","21","0","0","16","0.4","0.12","0","16","0","0"
"8","18","22","0","0","15","0.3","0.12","0","15","0","0"
"8","18","23","0","0","15","0.2","0.12","0","15","0","0"
"8","19","0","0","0","15","0.3","0.12","0","15","0","0"
"8","19","1","0","0","15","0.5","0.12","0","15","0","0"
"8","19","2","0","0","14","0.6","0.12","0","14","0","0"
"8","19","3","0","0","14","0.7","0.12","0","14","0","0"
"8","19","4","0","0","14","0.6","0.12","0","14","0","0"
"8","19","5","110","12","15","0.7","0.12","11.416","15.344","26213.629","9430.525"
"8","19","6","579","56","17","0.8","0.12","163.444","21.968","453529.694","421605.084"
"8","19","7","763","80","20","0.6","0.12","408.986","33.871","1334051.408","1270926.413"
"8","19","8","857","94","23","1.1","0.12","648.896","42.35","2084030.434","1994330.699"
"8","19","9","911","103","26","2","0.12","849.186","46.659","2654157.696","2544256.085"
"8","19","10","955","100","28","2.6","0.12","997.74","49.613","3057792.304","2933588.314"
"8","19","11","964","104","29","3","0.12","1069.096","50.584","3250199.448","3119177.709"
"8","19","12","961","106","29","3.2","0.12","1065.352","49.808","3249805.106","3118797.34"
"8","19","13","945","104","29","3.3","0.12","984.383","47.933","3039485.034","2915929.744"
"8","19","14","914","99","28","3.3","0.12","835.026","44.087","2640071.068","2530668.603"
"8","19","15","860","90","27","3.2","0.12","629.617","39.359","2049084.961","1960623.484"
"8","19","16","760","77","26","2.9","0.12","388.437","33.972","1256222.258","1195855.058"
"8","19","17","567","53","23","2.1","0.12","144.911","26.228","379044.612","349759.304"
"8","19","18","0","0","20","1.2","0.12","0","0","0","0"
"8","19","19","0","0","18","0.8","0.12","0","18","0","0"
"8","19","20","0","0","18","0.6","0.12","0","18","0","0"
"8","19","21","0","0","18","0.5","0.12","0","18","0","0"
"8","19","22","0","0","18","0.5","0.12","0","18","0","0"
"8","19","23","0","0","18","0.6","0.12","0","18","0","0"
"8","20","0","0","0","17","0.8","0.12","0","17","0","0"
"8","20","1","0","0","17","0.9","0.12","0","17","0","0"
"8","20","2","0","0","16","0.9","0.12","0","16","0","0"
"8","20","3","0","0","16","1","0.12","0","16","0","0"
"8","20","4","0","0","16","0.9","0.12","0","16","0","0"
"8","20","5","150","11","17","1.2","0.12","10.464","17.277","23694.187","7000.358"
"8","20","6","632","49","20","1.3","0.12","167.711","24.476","454651.706","422687.338"
"8","20","7","807","68","23","1.7","0.12","415.897","33.763","1357645.67","1293684.635"
"8","20","8","893","80","26","2.8","0.12","656.33","39.78","2131837.147","2040443.43"
"8","20","9","940","89","29","3.4","0.12","858.748","45.282","2700576.188","2589029.786"
"8","20","10","971","92","30","3.6","0.12","1004.682","48.438","3094744.345","2969230.999"
"8","20","11","982","95","30","3.7","0.12","1077.841","49.469","3292530.471","3160008.775"
"8","20","12","983","95","31","3.7","0.12","1075.714","50.431","3273466.095","3141619.926"
"8","20","13","972","92","31","3.6","0.12","996.527","49.29","3060517.724","2936217.163"
"8","20","14","947","86","30","3.4","0.12","847.19","46.067","2658267.068","2548219.846"
"8","20","15","901","77","29","3.1","0.12","640.695","41.788","2066684.494","1977599.396"
"8","20","16","813","65","28","2.6","0.12","396.529","36.576","1268069.891","1207282.883"
"8","20","17","630","45","25","1.5","0.12","147.407","28.694","372251.669","343207.062"
"8","20","18","0","0","22","0.8","0.12","0","0","0","0"
"8","20","19","0","0","21","0.7","0.12","0","21","0","0"
"8","20","20","0","0","20","0.8","0.12","0","20","0","0"
"8","20","21","0","0","20","1","0.12","0","20","0","0"
"8","20","22","0","0","20","1.1","0.12","0","20","0","0"
"8","20","23","0","0","19","1.1","0.12","0","19","0","0"
"8","21","0","0","0","19","1.1","0.12","0","19","0","0"
"8","21","1","0","0","18","1.1","0.12","0","18","0","0"
"8","21","2","0","0","18","1.2","0.12","0","18","0","0"
"8","21","3","0","0","17","1.2","0.12","0","17","0","0"
"8","21","4","0","0","17","1.2","0.12","0","17","0","0"
"8","21","5","187","10","18","1.4","0.12","9.513","18.241","21331.297","4721.194"
"8","21","6","672","45","21","1.8","0.12","171.324","25.077","459178.193","427053.433"
"8","21","7","838","63","25","1.4","0.12","424.121","36.734","1368625.126","1304275.046"
"8","21","8","919","74","29","1.5","0.12","667.036","47.106","2103565.536","2013173.595"
"8","21","9","962","82","31","2.3","0.12","869.663","50.951","2671925.665","2561394.465"
"8","21","10","984","87","32","2.8","0.12","1011.837","53.158","3056088.359","2931944.748"
"8","21","11","992","91","33","3.1","0.12","1083.674","54.52","3240969.877","3110275.178"
"8","21","12","988","93","33","3.3","0.12","1078.347","53.728","3236587.971","3106048.541"
"8","21","13","979","89","33","3.4","0.12","999.291","51.921","3035922.693","2912493.631"
"8","21","14","953","83","32","3.3","0.12","847.906","48.339","2636343.322","2527072.946"
"8","21","15","908","75","31","3","0.12","641.678","44.024","2051696.439","1963142.427"
"8","21","16","825","62","30","2.3","0.12","396.838","39.072","1255189.91","1194859.29"
"8","21","17","644","43","27","1.4","0.12","146.345","30.738","362503.03","333803.856"
"8","21","18","0","0","24","1.1","0.12","0","0","0","0"
"8","21","19","0","0","22","1.1","0.12","0","22","0","0"
"8","21","20","0","0","22","1.2","0.12","0","22","0","0"
"8","21","21","0","0","21","1.3","0.12","0","21","0","0"
"8","21","22","0","0","21","1.3","0.12","0","21","0","0"
"8","21","23","0","0","20","1.4","0.12","0","20","0","0"
"8","22","0","0","0","19","1.4","0.12","0","19","0","0"
"8","22","1","0","0","19","1.3","0.12","0","19","0","0"
"8","22","2","0","0","18","1.3","0.12","0","18","0","0"
"8","22","3","0","0","17","1.2","0.12","0","17","0","0"
"8","22","4","0","0","17","1.2","0.12","0","17","0","0"
"8","22","5","163","10","19","1.4","0.12","9.513","19.241","21221.63","4615.413"
"8","22","6","661","46","22","1.5","0.12","170.192","26.326","454579.778","422617.958"
"8","22","7","831","64","26","1.2","0.12","422.237","38.247","1354272.817","1290431.297"
"8","22","8","913","76","29","1.6","0.12","665.464","46.666","2102547.346","2012191.483"
"8","22","9","957","84","31","2.3","0.12","867.902","50.911","2667148.191","2556786.276"
"8","22","10","978","92","32","2.8","0.12","1011.554","53.152","3055247.916","2931134.085"
"8","22","11","984","96","33","3.1","0.12","1080.841","54.463","3233409.602","3102982.794"
"8","22","12","980","98","33","3.3","0.12","1075.259","53.669","3228322.289","3098075.745"
